brand,name,url,image,unit,price_original,price_sale,saving_amount,saving_pct,rebate_raw,stock_qty,stock_text,pickup,delivery
BOUCLAIR,"Bouteille pour huile avec bec verseur en céramique noire par Bouclair, 10,25 po",https://www.rona.ca/fr/produit/bouteille-pour-huile-avec-bec-verseur-en-ceramique-noire-par-bouclair-10-25-po-9397537-50325273,https://cdn.rona.ca/images/50325273_M.jpg,chacun,16.99,8.0,8.989999999999998,52.91,"8,49 $",26.0,26 en magasin,Ramassage en magasin,Livraison
BOUCLAIR,"Plante artificielle en pot de céramique noire par Bouclair, 3,5 x 5 po",https://www.rona.ca/fr/produit/plante-artificielle-en-pot-de-ceramique-noire-par-bouclair-3-5-x-5-po-9405732-50325168,https://cdn.rona.ca/images/50325168_M.jpg,chacun,16.99,8.0,8.989999999999998,52.91,"8,49 $",16.0,16 en magasin,Ramassage en magasin,Livraison
BOUCLAIR,"Bouteille pour vinaigre avec bec verseur en céramique noire par Bouclair, 10,25 po",https://www.rona.ca/fr/produit/bouteille-pour-vinaigre-avec-bec-verseur-en-ceramique-noire-par-bouclair-10-25-po-9397538-50325269,https://cdn.rona.ca/images/50325269_M.jpg,chacun,16.99,8.0,8.989999999999998,52.91,"8,49 $",22.0,22 en magasin,Ramassage en magasin,Livraison
ELEVATION TILE,"Moulure de transition, vinyle, 1 3/4"" x 47"", Argile",https://www.rona.ca/fr/produit/moulure-de-transition-vinyle-1-3-4-x-47-argile-66285057,https://cdn.rona.ca/images/66285057_M.jpg,chacun,16.99,8.0,8.989999999999998,52.91,"8,49 $",4.0,4 en magasin,Ramassage en magasin,Livraison
ELEVATION,"Moulure de réduction, vinyle, 1 3/4"" x 47"", Pacifica",https://www.rona.ca/fr/produit/moulure-de-reduction-vinyle-1-3-4-x-47-pacifica-66285048,https://cdn.rona.ca/images/66285048_M.jpg,chacun,16.99,8.0,8.989999999999998,52.91,"8,49 $",4.0,4 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,Ensemble de pelle/balai à neige Project Source en plastique avec manche en acier de 6 po,https://www.rona.ca/fr/produit/ensemble-de-pelle-balai-a-neige-project-source-en-plastique-avec-manche-en-acier-de-6-po-ps1005-72565001,https://cdn.rona.ca/images/72565001_M.jpg,chacun,17.99,9.0,8.989999999999998,49.97,8 $,33.0,33 en magasin,Ramassage en magasin,Livraison
REVEAL,"Ampoules incandescentes HD Reveal de 40W, G25, de GE, paquet de 3",https://www.rona.ca/fr/produit/ampoules-incandescentes-hd-reveal-de-40w-g25-de-ge-paquet-de-3-93118089-32285338,https://cdn.rona.ca/images/32285338_M.jpg,chacun,17.99,9.0,8.989999999999998,49.97,"8,99 $",5.0,5 en magasin,Ramassage en magasin,Livraison
ALTERRA,Gants pour femme Alterra cuir synthétique moyen/grand,https://www.rona.ca/fr/produit/gants-pour-femme-alterra-cuir-synthetique-moyen-grand-781389atml-01786394,https://cdn.rona.ca/images/01786394_M.jpg,chacun,19.99,11.0,8.989999999999998,44.97,8 $,7.0,7 en magasin,Ramassage en magasin,Livraison
GE,Ampoule fluorescente linéaire T12 U6 23 po de GE 40 W blanc froid à culot en U G13,https://www.rona.ca/fr/produit/ampoule-fluorescente-lineaire-t12-u6-23-po-de-ge-40-w-blanc-froid-a-culot-en-u-g13-93119106-32285322,https://cdn.rona.ca/images/32285322_M.jpg,chacun,19.99,11.0,8.989999999999998,44.97,8 $,10.0,10 en magasin,Ramassage en magasin,Livraison
FHE,"Tapis d'accueil rembourré FHE, caoutchouc, noir, 30 po L. x 18 po l.",https://www.rona.ca/fr/produit/tapis-daccueil-rembourre-fhe-caoutchouc-noir-30-po-l-x-18-po-l-270011-177-40835037,https://cdn.rona.ca/images/40835037_M.jpg,chacun,24.99,16.0,8.989999999999998,35.97,"8,75 $",4.0,4 en magasin,Ramassage en magasin,Livraison
GILMOUR,"Arroseur rotatif circulaire de pelouse de Gilmour 60 lb/po², couvre jusqu'à 960 pi²",https://www.rona.ca/fr/produit/arroseur-rotatif-circulaire-de-pelouse-de-gilmour-60-lb-po2-couvre-jusqua-960-pi2-1065684-20245009,https://cdn.rona.ca/images/20245009_M.jpg,chacun,27.99,19.0,8.989999999999998,32.12,"8,40 $",25.0,25 en magasin,Ramassage en magasin,Livraison
OREGON,"Chaîne pour scie mécanique Oregon AdvanceCut S50, pas de chaîne de 3/8 po, calibre de 0,05 po, longueur du guide 14 po",https://www.rona.ca/fr/produit/chaine-pour-scie-mecanique-oregon-advancecut-s50-pas-de-chaine-de-3-8-po-calibre-de-0-05-po-longueur-du-guide-14-po-08615002,https://cdn.rona.ca/images/08615002_M.jpg,chacun,27.99,19.0,8.989999999999998,32.12,"8,40 $",8.0,8 en magasin,Ramassage en magasin,Livraison
NUVUE,"Protège-arbuste synthétique vert NuVue, 40 po x 40 po x 42 po",https://www.rona.ca/fr/produit/protege-arbuste-synthetique-vert-nuvue-40-po-x-40-po-x-42-po-20254-30737358,https://cdn.rona.ca/images/30737358_M.jpg,chacun,29.99,21.0,8.989999999999998,29.98,8 $,1.0,1 en magasin,Ramassage en magasin,Livraison
RAIN BIRD,Ensemble d'irrigation goutte à goutte Rain Bird pour pelouse et jardin,https://www.rona.ca/fr/produit/ensemble-dirrigation-goutte-a-goutte-rain-bird-pour-pelouse-et-jardin-lnddripkit-63205011,https://cdn.rona.ca/images/63205011_M.jpg,chacun,98.99,90.0,8.989999999999995,9.08,"8,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
SCOTTS,"Pelle de jardinage Scotts, acier inoxydable, vert et noir",https://www.rona.ca/fr/produit/pelle-de-jardinage-scotts-acier-inoxydable-vert-et-noir-sct30544-49555235,https://cdn.rona.ca/images/49555235_M.jpg,chacun,13.79,5.0,8.79,63.74,"7,80 $",4.0,4 en magasin,Ramassage en magasin,Livraison
RUST-OLEUM,"Peinture en aérosol Rust-Oleum, laque jaune lustré (312 G)",https://www.rona.ca/fr/produit/peinture-en-aerosol-rust-oleum-laque-jaune-lustre-312-g-335845-03306292,https://cdn.rona.ca/images/03306292_M.jpg,chacun,16.79,8.0,8.79,52.35,"8,39 $",3.0,3 en magasin,Ramassage en magasin,Livraison
GE,"Ampoules halogènes PAR30 à culot moyen de GE, 60 W équivalent à 75 W, blanc doux, paquet de 2",https://www.rona.ca/fr/produit/ampoules-halogenes-par30-a-culot-moyen-de-ge-60-w-equivalent-a-75-w-blanc-doux-paquet-de-2-93117942-32285168,https://cdn.rona.ca/images/32285168_M.jpg,chacun,19.79,11.0,8.79,44.42,"7,92 $",2.0,2 en magasin,Ramassage en magasin,Livraison
GENERAL,"Ramasse-pièces mécanique avec lumière Del, 24 po",https://www.rona.ca/fr/produit/general-ramasse-pieces-mecanique-avec-lumiere-del-24-po-70396-01215300,https://cdn.rona.ca/images/01215300_M.jpg,chacun,18.69,10.0,8.690000000000001,46.5,"8,69 $",2.0,2 en magasin,Ramassage en magasin,Livraison
ENERGIZER,Pile Energizer,https://www.rona.ca/fr/produit/pile-energizer-az13dp-8-03335125,https://cdn.rona.ca/images/03335125_M.jpg,chacun,15.59,7.0,8.59,55.1,"8,59 $",7.0,7 en magasin,Ramassage en magasin,Livraison
ENERGIZER,Pile Energizer,https://www.rona.ca/fr/produit/pile-energizer-az10dp-8-03335122,https://cdn.rona.ca/images/03335122_M.jpg,chacun,15.59,7.0,8.59,55.1,"8,59 $",10.0,10 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,Applique murale de salle de bains dorée de 6 po à 1 ampoule au style moderne par allen + roth,https://www.rona.ca/fr/produit/applique-murale-de-salle-de-bains-doree-de-6-po-a-1-ampoule-au-style-moderne-par-allen-roth-jwl1391a-45095003,https://cdn.rona.ca/images/45095003_M.jpg,chacun,48.49,40.0,8.490000000000002,17.51,"8,49 $",10.0,10 en magasin,Ramassage en magasin,Livraison
LEPAGE,"Scellant portes et fenêtres Quad Max de Lepage, pour intérieur et extérieur, 280 ml, étain",https://www.rona.ca/fr/produit/scellant-portes-et-fenetres-quad-max-de-lepage-pour-interieur-et-exterieur-280-ml-etain-2054594-01805237,https://cdn.rona.ca/images/01805237_M.jpg,chacun,14.49,6.0,8.49,58.59,"7,61 $",2.0,2 en magasin,Ramassage en magasin,Livraison
CAMPBELL HAUSFELD,Connecteur à air pivotant,https://www.rona.ca/fr/produit/campbell-hausfeld-connecteur-a-air-pivotant-mp103800av-7345074,https://cdn.rona.ca/images/7345074_M.jpg,chacun,17.49,9.0,8.489999999999998,48.54,"7,87 $",1.0,1 en magasin,Ramassage en magasin,Livraison
PICQUIC,Tournevis micro « Teeny Turner »,https://www.rona.ca/fr/produit/picquic-tournevis-micro-teeny-turner-06001b-3783013,https://cdn.rona.ca/images/3783013_M.jpg,chacun,18.49,10.0,8.489999999999998,45.92,"8,49 $",73.0,73 en magasin,Ramassage en magasin,Livraison
GE,"Ampoules halogènes à culot moyen pour projecteurs d'intérieur PAR30 de GE, 38 W équivalent à 50 W, paquet de 3",https://www.rona.ca/fr/produit/ampoules-halogenes-a-culot-moyen-pour-projecteurs-dinterieur-par30-de-ge-38-w-equivalent-a-50-w-paquet-de-3-93117944-32285130,https://cdn.rona.ca/images/32285130_M.jpg,chacun,18.49,10.0,8.489999999999998,45.92,"8,49 $",3.0,3 en magasin,Ramassage en magasin,Livraison
CRAFTSMAN,Tournevis plat CRAFTSMAN 3/8 po,https://www.rona.ca/fr/produit/tournevis-plat-craftsman-3-8-po-cmht65028-00276970,https://cdn.rona.ca/images/00276970_M.jpg,chacun,20.49,12.0,8.489999999999998,41.43,"7,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,Ensemble balai à neige et pelle d'urgence en plastique pour la voiture Project Source,https://www.rona.ca/fr/produit/ensemble-balai-a-neige-et-pelle-durgence-en-plastique-pour-la-voiture-project-source-ps1002-66745002,https://cdn.rona.ca/images/66745002_M.jpg,chacun,23.49,15.0,8.489999999999998,36.14,"7,50 $",13.0,13 en magasin,Ramassage en magasin,Livraison
TERRE VERTE,Pulvérisateur à nématodes avec raccord pour boyau,https://www.rona.ca/fr/produit/pulverisateur-a-nematodes-avec-raccord-pour-boyau-89455155,https://cdn.rona.ca/images/89455155_M.jpg,chacun,16.29,8.0,8.29,50.89,"8,14 $",4.0,4 en magasin,Ramassage en magasin,Livraison
HOLMES,"Gants d'hiver et tuque pour homme en tricot Holmes, grand",https://www.rona.ca/fr/produit/gants-dhiver-et-tuque-pour-homme-en-tricot-holmes-grand-701132mh2-01786399,https://cdn.rona.ca/images/01786399_M.jpg,chacun,19.19,11.0,8.190000000000001,42.68,"7,68 $",2.0,2 en magasin,Ramassage en magasin,Livraison
BAZZ,"Cadre de montage pour éclairage encastré de Bazz, extensible jusqu'à 24 po",https://www.rona.ca/fr/produit/cadre-de-montage-pour-eclairage-encastre-de-bazz-extensible-jusqua-24-po-pf1101unf-1603019,https://cdn.rona.ca/images/1603019_M.jpg,chacun,12.0,4.0,8.0,66.67,8 $,4.0,4 en magasin,Ramassage en magasin,Livraison
WOODS,"Lisière multimédia protectrice de surtension, 7 prises, noir",https://www.rona.ca/fr/produit/woods-lisiere-multimedia-protectrice-de-surtension-7-prises-noir-41627-40255202,https://cdn.rona.ca/images/40255202_M.jpg,chacun,34.99,27.0,7.990000000000002,22.84,7 $,5.0,5 en magasin,Ramassage en magasin,Livraison
MOEN,Porte-serviettes simple nickel brossé Preston MOEN de 18 po,https://www.rona.ca/fr/produit/porte-serviettes-simple-nickel-brosse-preston-moen-de-18-po-dn8418bn-1502496,https://cdn.rona.ca/images/1502496_M.jpg,chacun,35.99,28.0,7.990000000000002,22.2,"7,20 $",1.0,1 en magasin,Ramassage en magasin,Livraison
MOEN,Anneau porte-serviettes mural nickel brossé Lindor par MOEN,https://www.rona.ca/fr/produit/anneau-porte-serviettes-mural-nickel-brosse-lindor-par-moen-my8786bn-15025836,https://cdn.rona.ca/images/15025836_M.jpg,chacun,36.99,29.0,7.990000000000002,21.6,"7,40 $",1.0,1 en magasin,Ramassage en magasin,Livraison
WOODS,Rallonge pour appareil ménager,https://www.rona.ca/fr/produit/woods-rallonge-pour-appareil-menager-544120-0238114,https://cdn.rona.ca/images/0238114_M.jpg,chaque,36.99,29.0,7.990000000000002,21.6,"7,40 $",6.0,6 en magasin,Ramassage en magasin,Livraison
MOEN,Anneau porte-serviettes nickel brossé Boardwalk de MOEN,https://www.rona.ca/fr/produit/anneau-porte-serviettes-nickel-brosse-boardwalk-de-moen-y3286bn-15025365,https://cdn.rona.ca/images/15025365_M.jpg,chacun,36.99,29.0,7.990000000000002,21.6,"7,40 $",7.0,7 en magasin,Ramassage en magasin,Livraison
OREGON,Guide-chaîne 14 po et chaîne AdvanceCut d'Oregon système LubriTec pour scie mécanique avec 52 maillons d'entraînement,https://www.rona.ca/fr/produit/guide-chaine-14-po-et-chaine-advancecut-doregon-systeme-lubritec-pour-scie-mecanique-avec-52-maillons-dentrainement-27856-30736888,https://cdn.rona.ca/images/30736888_M.jpg,chacun,41.99,34.0,7.990000000000002,19.03,7 $,2.0,2 en magasin,Ramassage en magasin,Livraison
WEBER,Sac de transport Weber pour barbecue portatif en plastique noir,https://www.rona.ca/fr/produit/sac-de-transport-weber-pour-barbecue-portatif-en-plastique-noir-7154-15895276,https://cdn.rona.ca/images/15895276_M.jpg,chacun,51.99,44.0,7.990000000000002,15.37,7 $,2.0,2 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Luminaire mural d'extérieur noir Reynolds, 2-paquet, 10,24 po de haut, câblée, à base moyenne (E-26)",https://www.rona.ca/fr/produit/globe-electric-luminaire-mural-dexterieur-noir-reynolds-2-paquet-10-24-po-de-haut-cablee-a-base-moyenne-e-26-44382-00795837,https://cdn.rona.ca/images/00795837_M.jpg,chacun,52.99,45.0,7.990000000000002,15.08,"7,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
GE,"Ampoule CFL enfichable blanc doux 18W de 5,8 po F18DX par GE (1-pqt)",https://www.rona.ca/fr/produit/ampoule-cfl-enfichable-blanc-doux-18w-de-5-8-po-f18dx-par-ge-1-pqt-93118230-32285358,https://cdn.rona.ca/images/32285358_M.jpg,chacun,10.99,3.0,7.99,72.7,7 $,1.0,1 en magasin,Ramassage en magasin,Livraison
KAYCAN,"Moulure de coin en vinyle, 10' x 11/16'', moka",https://www.rona.ca/fr/produit/kaycan-moulure-de-coin-en-vinyle-10-x-11-16-moka-111568-55395093,https://cdn.rona.ca/images/55395093_M.jpg,chacun,14.99,7.0,7.99,53.3,"7,49 $",23.0,23 en magasin,Ramassage en magasin,Livraison
,"Visière, polypropylène, PETG, 11 x 8 x 7 po, taille unique",https://www.rona.ca/fr/produit/visiere-polypropylene-petg-11-x-8-x-7-po-taille-unique-501-63335001,https://cdn.rona.ca/images/63335001_M.jpg,chacun,14.99,7.0,7.99,53.3,"7,49 $",100.0,100 en magasin,Ramassage en magasin,Livraison
SPYDER,"Mèche à percussion Spyder Mach-Blue T25 de 1/4 po x 2 po, Torx (5/pqt)",https://www.rona.ca/fr/produit/meche-a-percussion-spyder-mach-blue-t25-de-1-4-po-x-2-po-torx-5-pqt-19089ca-65165231,https://cdn.rona.ca/images/65165231_M.jpg,chacun,14.99,7.0,7.99,53.3,"7,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
ELEVATION,"Moulure de transition, vinyle, 1 3/4"" x 47"", Pacifica",https://www.rona.ca/fr/produit/moulure-de-transition-vinyle-1-3-4-x-47-pacifica-66285051,https://cdn.rona.ca/images/66285051_M.jpg,chacun,16.99,9.0,7.989999999999998,47.03,"7,65 $",14.0,14 en magasin,Ramassage en magasin,Livraison
RICHARD,"Truelle à joint Richard, professionel, maçonnerie, lame en acier dur, manche en bois dur, 5 po L. x 2 1/2 po l.",https://www.rona.ca/fr/produit/truelle-a-joint-richard-professionel-maconnerie-lame-en-acier-dur-manche-en-bois-dur-5-po-l-x-2-1-2-po-l-35926-0271224,https://cdn.rona.ca/images/0271224_M.jpg,chacun,22.99,15.0,7.989999999999998,34.75,"7,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
SHUR-TRIM,"Bordure à plancher Shur-Trim, réductrice, chêne doré, teinte moyenne",https://www.rona.ca/fr/produit/bordure-a-plancher-shur-trim-reductrice-chene-dore-teinte-moyenne-fw3880gdn03-00975244,https://cdn.rona.ca/images/00975244_M.jpg,chacun,23.99,16.0,7.989999999999998,33.31,"7,20 $",8.0,8 en magasin,Ramassage en magasin,Livraison
GILMOUR,"Pistolet d'arrosage à connecteur pivotant Gilmour avec commande avant et 8 jets, usage intensif",https://www.rona.ca/fr/produit/pistolet-darrosage-a-connecteur-pivotant-gilmour-avec-commande-avant-et-8-jets-usage-intensif-825702-5002-65715218,https://cdn.rona.ca/images/65715218_M.jpg,chacun,24.99,17.0,7.989999999999998,31.97,"7,50 $",2.0,2 en magasin,Ramassage en magasin,Livraison
IRWIN,"Bobine de craie en aluminium avec craie rouge Irwin, 100 pi",https://www.rona.ca/fr/produit/bobine-de-craie-en-aluminium-avec-craie-rouge-irwin-100-pi-iwht48445rc-02445539,https://cdn.rona.ca/images/02445539_M.jpg,chacun,27.99,20.0,7.989999999999998,28.55,"7,99 $",5.0,5 en magasin,Ramassage en magasin,Livraison
CRAFTSMAN,"Ensemble d'extracteur de boulon CRAFTSMAN de 6 pièces, cannelure inversée, hexagonal, acier au carbone",https://www.rona.ca/fr/produit/ensemble-dextracteur-de-boulon-craftsman-de-6-pieces-cannelure-inversee-hexagonal-acier-au-carbone-cmat136-00276920,https://cdn.rona.ca/images/00276920_M.jpg,chacun,27.99,20.0,7.989999999999998,28.55,"7,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
EATON,"Fiche Eaton à 3 fils de 30 ampères, 125 V, noir",https://www.rona.ca/fr/produit/fiche-eaton-a-3-fils-de-30-amperes-125-v-noir-83-bx-l-04805770,https://cdn.rona.ca/images/04805770_M.jpg,chacun,29.99,22.0,7.989999999999998,26.64,"7,50 $",3.0,3 en magasin,Ramassage en magasin,Livraison
PRECISION,Vis à charpente,https://www.rona.ca/fr/produit/vis-a-charpente-63868979,https://cdn.rona.ca/images/63868979_M.jpg,boite,29.99,22.0,7.989999999999998,26.64,"7,50 $",24.0,24 en magasin,Ramassage en magasin,Livraison
RCA,"Câble de recharge 30 broches pour iPhone et iPad, 3', blanc",https://www.rona.ca/fr/produit/cable-de-recharge-30-broches-pour-iphone-et-ipad-3-blanc-10545009,https://cdn.rona.ca/images/10545009_M.jpg,chacun,29.99,22.0,7.989999999999998,26.64,"7,50 $",5.0,5 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Rail d'éclairage Whisper à 3 lumières, rond, 10"", nickel brossé",https://www.rona.ca/fr/produit/project-source-rail-declairage-whisper-a-3-lumieres-rond-10-nickel-brosse-08385064,https://cdn.rona.ca/images/08385064_M.jpg,chacun,72.99,65.0,7.989999999999995,10.95,"7,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
HARBOR BREEZE,"Lanterne murale extérieure de Harbor Breeze, 36 cm, métal noir et verre",https://www.rona.ca/fr/produit/lanterne-murale-exterieure-de-harbor-breeze-36-cm-metal-noir-et-verre-ws0411008a-08385090,https://cdn.rona.ca/images/08385090_M.jpg,chacun,77.99,70.0,7.989999999999995,10.24,"7,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Plafonnier noir simple Project Source, 12 po x 5,25 po",https://www.rona.ca/fr/produit/plafonnier-noir-simple-project-source-12-po-x-5-25-po-ws0811028a-08385088,https://cdn.rona.ca/images/08385088_M.jpg,chacun,82.99,75.0,7.989999999999995,9.63,"7,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
ARTIKA FOR LIVING,"Luminaire extérieur Glow Box 3 par Artika, DEL de 18 W, nickel satiné",https://www.rona.ca/fr/produit/artika-for-living-luminaire-exterieur-glow-box-3-par-artika-del-de-18-w-nickel-satine-out-g3ss-rn-08325183,https://cdn.rona.ca/images/08325183_M.jpg,chacun,89.99,82.0,7.989999999999995,8.88,"7,99 $",15.0,15 en magasin,Ramassage en magasin,Livraison
WOLFCRAFT,"Coupeur de bouchon auto-éjectable Wolfcraft, 1/2 po dia, tige 1/4 po, acier trempé",https://www.rona.ca/fr/produit/coupeur-de-bouchon-auto-ejectable-wolfcraft-1-2-po-dia-tige-1-4-po-acier-trempe-3382405-1137050,https://cdn.rona.ca/images/1137050_M.jpg,chacun,17.89,10.0,7.890000000000001,44.1,"7,89 $",2.0,2 en magasin,Ramassage en magasin,Livraison
WOLFCRAFT,"Foret no 10 Wolfcraft, remplacement pour no 2593, acier",https://www.rona.ca/fr/produit/foret-no-10-wolfcraft-remplacement-pour-no-2593-acier-2588405-1137220,https://cdn.rona.ca/images/1137220_M.jpg,chacun,17.89,10.0,7.890000000000001,44.1,"7,89 $",3.0,3 en magasin,Ramassage en magasin,Livraison
WOLFCRAFT,"Foret no 8 Wolfcraft, remplacement pour no 2592, acier",https://www.rona.ca/fr/produit/foret-no-8-wolfcraft-remplacement-pour-no-2592-acier-2587405-1137219,https://cdn.rona.ca/images/1137219_M.jpg,chacun,17.89,10.0,7.890000000000001,44.1,"7,89 $",1.0,1 en magasin,Ramassage en magasin,Livraison
HARRIS,"Décapant à plomberie sans plomb Harris, PF200, 2 oz",https://www.rona.ca/fr/produit/decapant-a-plomberie-sans-plomb-harris-pf200-2-oz-327802-33555006,https://cdn.rona.ca/images/33555006_M.jpg,chacun,9.79,2.0,7.789999999999999,79.57,"7,34 $",10.0,10 en magasin,Ramassage en magasin,Livraison
CAMPBELL HAUSFELD,Collecteur d'air,https://www.rona.ca/fr/produit/campbell-hausfeld-collecteur-dair-mp323000av-7345075,https://cdn.rona.ca/images/7345075_M.jpg,chacun,12.79,5.0,7.789999999999999,60.91,"7,03 $",2.0,2 en magasin,Ramassage en magasin,Livraison
KAYCAN,"Larmier Timberlake de Kaycan, vinyle gris ardoise, 2 po h. x 5/8 po É. x 12 pi L.",https://www.rona.ca/fr/produit/larmier-timberlake-de-kaycan-vinyle-gris-ardoise-2-po-h-x-5-8-po-e-x-12-pi-l-118533-55395023,https://cdn.rona.ca/images/55395023_M.jpg,chacun,13.79,6.0,7.789999999999999,56.49,"6,89 $",12.0,12 en magasin,Ramassage en magasin,Livraison
RUST-OLEUM,"Peinture en aérosol et apprêt Painter's Touch de Rust-Oleum, rose satiné (10 oz)",https://www.rona.ca/fr/produit/peinture-en-aerosol-et-appret-painters-touch-de-rust-oleum-rose-satine-10-oz-302250-03306311,https://cdn.rona.ca/images/03306311_M.jpg,chacun,14.79,7.0,7.789999999999999,52.67,"7,39 $",1.0,1 en magasin,Ramassage en magasin,Livraison
RUST-OLEUM,"Peinture et apprêt à pulvériser Painter's Touch Ultra Cover par Rust-Oleum, corail, fini lustré",https://www.rona.ca/fr/produit/peinture-et-appret-a-pulveriser-painters-touch-ultra-cover-par-rust-oleum-corail-fini-lustre-287322-03306264,https://cdn.rona.ca/images/03306264_M.jpg,chacun,14.79,7.0,7.789999999999999,52.67,"7,39 $",8.0,8 en magasin,Ramassage en magasin,Livraison
METRIE,Moulure en MDF apprêté blanc pour cadrage Metrie 1/2 po x 3 1/2 po x 10 pi,https://www.rona.ca/fr/produit/moulure-en-mdf-apprete-blanc-pour-cadrage-metrie-1-2-po-x-3-1-2-po-x-10-pi-1695176-00175870,https://cdn.rona.ca/images/00175870_M.jpg,chacun,16.79,9.0,7.789999999999999,46.4,"7,29 $",84.0,84 en magasin,Ramassage en magasin,Livraison
EATON,"Plaque murale Eaton à 3 prises de taille moyenne, ivoire (1/pqt)",https://www.rona.ca/fr/produit/plaque-murale-eaton-a-3-prises-de-taille-moyenne-ivoire-1-pqt-pj263v-sp-l-04806039,https://cdn.rona.ca/images/04806039_M.jpg,chacun,8.69,1.0,7.6899999999999995,88.49,"6,89 $",14.0,14 en magasin,Ramassage en magasin,Livraison
STA-GREEN,"Semences de fleurs sauvages Perma Green pour oiseaux et papillons, 500 g",https://www.rona.ca/fr/produit/sta-green-semences-de-fleurs-sauvages-perma-green-pour-oiseaux-et-papillons-500-g-4001204-58735004,https://cdn.rona.ca/images/58735004_M.jpg,chacun,34.49,27.0,7.490000000000002,21.72,"6,90 $",17.0,17 en magasin,Ramassage en magasin,Livraison
UBERHAUS,"Plafonnier, Whisper, DEL 17 W, blanc",https://www.rona.ca/fr/produit/uberhaus-plafonnier-whisper-del-17-w-blanc-sm-led1201-43855087,https://cdn.rona.ca/images/43855087_M.jpg,chacun,37.49,30.0,7.490000000000002,19.98,"7,49 $",3.0,3 en magasin,Ramassage en magasin,Livraison
GE,"Tube en verre fluorescent à DEL sous-armoire, GE, 6 po, 4 W, blanc froid",https://www.rona.ca/fr/produit/tube-en-verre-fluorescent-a-del-sous-armoire-ge-6-po-4-w-blanc-froid-00622-32285071,https://cdn.rona.ca/images/32285071_M.jpg,chacun,8.49,1.0,7.49,88.22,"6,90 $",1.0,1 en magasin,Ramassage en magasin,Livraison
DREMEL,"Forets à graver Dremel, acier allié, 2 par paquet, 1/8 po dia",https://www.rona.ca/fr/produit/forets-a-graver-dremel-acier-allie-2-par-paquet-1-8-po-dia-106-1916007,https://cdn.rona.ca/images/1916007_M.jpg,chaque,9.49,2.0,7.49,78.93,"7,49 $",12.0,12 en magasin,Ramassage en magasin,Livraison
METALTECH,"Goupille d'attelage pour échafaud MetalTech, acier galvanisé, normes ANSI, homologué CSA",https://www.rona.ca/fr/produit/goupille-dattelage-pour-echafaud-metaltech-acier-galvanise-normes-ansi-homologue-csa-m-mlc1-49285005,https://cdn.rona.ca/images/49285005_M.jpg,chacun,13.49,6.0,7.49,55.52,"6,74 $",50.0,50 en magasin,Ramassage en magasin,Livraison
MULTINAUTIC,"Amarre blanche avec épissure, 3/8 po x 15 pi",https://www.rona.ca/fr/produit/amarre-blanche-avec-epissure-3-8-po-x-15-pi-70615112,https://cdn.rona.ca/images/70615112_M.jpg,chacun,16.49,9.0,7.489999999999998,45.42,"6,60 $",2.0,2 en magasin,Ramassage en magasin,Livraison
CRAFTSMAN,"Tournevis Phillips CRAFTSMAN en acier, n° 2, 12 po, bleu et transparent",https://www.rona.ca/fr/produit/tournevis-phillips-craftsman-en-acier-n-2-12-po-bleu-et-transparent-cmht65007-00276966,https://cdn.rona.ca/images/00276966_M.jpg,chacun,17.49,10.0,7.489999999999998,42.82,"7,49 $",4.0,4 en magasin,Ramassage en magasin,Livraison
SAFER'S,Herbicide organique non sélectif,https://www.rona.ca/fr/produit/safers-herbicide-organique-non-selectif-04-5100can-1309019,https://cdn.rona.ca/images/1309019_M.jpg,chacun,13.29,6.0,7.289999999999999,54.85,"7,04 $",26.0,26 en magasin,Ramassage en magasin,Livraison
BLOEM,"Pot à auto-irrigation Ariana de Bloem 1/pqt 12 x 10,1 po bleu brume plastique",https://www.rona.ca/fr/produit/pot-a-auto-irrigation-ariana-de-bloem-1-pqt-12-x-10-1-po-bleu-brume-plastique-ap1237-49965011,https://cdn.rona.ca/images/49965011_M.jpg,chacun,13.29,6.0,7.289999999999999,54.85,"6,30 $",5.0,5 en magasin,Ramassage en magasin,Livraison
MOEN,Crochet pour serviettes double nickel brossé Lindor par MOEN,https://www.rona.ca/fr/produit/crochet-pour-serviettes-double-nickel-brosse-lindor-par-moen-my8703bn-15025835,https://cdn.rona.ca/images/15025835_M.jpg,chacun,33.99,27.0,6.990000000000002,20.56,"6,80 $",8.0,8 en magasin,Ramassage en magasin,Livraison
